gene_name,ensembl_gene_id,x,y,cluster_no,location_name
TM4SF5,ENSG00000142484,-0.0848,-0.1823,1,"Enterocytes - Absorption and Digestion"
IL22RA1,ENSG00000142677,-0.0813,-0.1848,1,"Enterocytes - Absorption and Digestion"
DQX1,ENSG00000144045,-0.0874,-0.1702,1,"Enterocytes - Absorption and Digestion"
CPO,ENSG00000144410,-0.0912,-0.1801,1,"Enterocytes - Absorption and Digestion"
ADGRG7,ENSG00000144820,-0.0862,-0.1763,1,"Enterocytes - Absorption and Digestion"
FABP2,ENSG00000145384,-0.0913,-0.1796,1,"Enterocytes - Absorption and Digestion"
SLC39A4,ENSG00000147804,-0.0857,-0.1717,1,"Enterocytes - Absorption and Digestion"
IDNK,ENSG00000148057,-0.0853,-0.1638,1,"Enterocytes - Absorption and Digestion"
TMEM236,ENSG00000148483,-0.0736,-0.1835,1,"Enterocytes - Absorption and Digestion"
TKFC,ENSG00000149476,-0.0858,-0.1726,1,"Enterocytes - Absorption and Digestion"
TMEM25,ENSG00000149582,-0.0934,-0.1794,1,"Enterocytes - Absorption and Digestion"
PLCB3,ENSG00000149782,-0.0851,-0.1688,1,"Enterocytes - Absorption and Digestion"
TMPRSS15,ENSG00000154646,-0.0799,-0.1639,1,"Enterocytes - Absorption and Digestion"
CBR1,ENSG00000159228,-0.0864,-0.1719,1,"Enterocytes - Absorption and Digestion"
ACE,ENSG00000159640,-0.0913,-0.1754,1,"Enterocytes - Absorption and Digestion"
PDE9A,ENSG00000160191,-0.0660,-0.1906,1,"Enterocytes - Absorption and Digestion"
PPP1R16A,ENSG00000160972,-0.0802,-0.1649,1,"Enterocytes - Absorption and Digestion"
NAGS,ENSG00000161653,-0.0840,-0.1814,1,"Enterocytes - Absorption and Digestion"
FGF19,ENSG00000162344,-0.0880,-0.1738,1,"Enterocytes - Absorption and Digestion"
FAM151A,ENSG00000162391,-0.0921,-0.1758,1,"Enterocytes - Absorption and Digestion"
HAAO,ENSG00000162882,-0.0841,-0.1761,1,"Enterocytes - Absorption and Digestion"
ALPI,ENSG00000163295,-0.0883,-0.1836,1,"Enterocytes - Absorption and Digestion"
INAVA,ENSG00000163362,-0.0704,-0.1813,1,"Enterocytes - Absorption and Digestion"
ATP1A1,ENSG00000163399,-0.0775,-0.1607,1,"Enterocytes - Absorption and Digestion"
TMEM41A,ENSG00000163900,-0.0921,-0.1745,1,"Enterocytes - Absorption and Digestion"
CMBL,ENSG00000164237,-0.0858,-0.1686,1,"Enterocytes - Absorption and Digestion"
HNF4G,ENSG00000164749,-0.0737,-0.1616,1,"Enterocytes - Absorption and Digestion"
PRAP1,ENSG00000165828,-0.0862,-0.1812,1,"Enterocytes - Absorption and Digestion"
MOGAT2,ENSG00000166391,-0.0825,-0.1743,1,"Enterocytes - Absorption and Digestion"
ANPEP,ENSG00000166825,-0.0939,-0.1757,1,"Enterocytes - Absorption and Digestion"
TAC3,ENSG00000166863,-0.0865,-0.1671,1,"Enterocytes - Absorption and Digestion"
MYO1A,ENSG00000166866,-0.0911,-0.1750,1,"Enterocytes - Absorption and Digestion"
CHP2,ENSG00000166869,-0.0629,-0.1571,1,"Enterocytes - Absorption and Digestion"
TMEM92,ENSG00000167105,-0.0928,-0.1798,1,"Enterocytes - Absorption and Digestion"
SOAT2,ENSG00000167780,-0.0947,-0.1797,1,"Enterocytes - Absorption and Digestion"
FAM234A,ENSG00000167930,-0.0610,-0.1214,1,"Enterocytes - Absorption and Digestion"
NAALADL1,ENSG00000168060,-0.0868,-0.1756,1,"Enterocytes - Absorption and Digestion"
GSTM4,ENSG00000168765,-0.0847,-0.1704,1,"Enterocytes - Absorption and Digestion"
TM4SF20,ENSG00000168955,-0.0924,-0.1809,1,"Enterocytes - Absorption and Digestion"
MUC17,ENSG00000169876,-0.0959,-0.1824,1,"Enterocytes - Absorption and Digestion"
FABP6,ENSG00000170231,-0.0870,-0.1767,1,"Enterocytes - Absorption and Digestion"
PAQR8,ENSG00000170915,-0.0811,-0.1666,1,"Enterocytes - Absorption and Digestion"
C11orf24,ENSG00000171067,-0.0913,-0.1823,1,"Enterocytes - Absorption and Digestion"
MS4A10,ENSG00000172689,-0.0895,-0.1804,1,"Enterocytes - Absorption and Digestion"
FADS6,ENSG00000172782,-0.0854,-0.1798,1,"Enterocytes - Absorption and Digestion"
CES2,ENSG00000172831,-0.0872,-0.1756,1,"Enterocytes - Absorption and Digestion"
ADCK5,ENSG00000173137,-0.0846,-0.1632,1,"Enterocytes - Absorption and Digestion"
AGR3,ENSG00000173467,-0.0764,-0.1610,1,"Enterocytes - Absorption and Digestion"
SLC6A19,ENSG00000174358,-0.0874,-0.1820,1,"Enterocytes - Absorption and Digestion"
GOLT1A,ENSG00000174567,-0.0934,-0.1809,1,"Enterocytes - Absorption and Digestion"
VSIG10,ENSG00000176834,-0.0683,-0.1585,1,"Enterocytes - Absorption and Digestion"
HYI,ENSG00000178922,-0.0836,-0.1811,1,"Enterocytes - Absorption and Digestion"
SLC17A8,ENSG00000179520,-0.0936,-0.1729,1,"Enterocytes - Absorption and Digestion"
HTR1D,ENSG00000179546,-0.0912,-0.1788,1,"Enterocytes - Absorption and Digestion"
TMEM150B,ENSG00000180061,-0.0859,-0.1816,1,"Enterocytes - Absorption and Digestion"
ACBD4,ENSG00000181513,-0.0844,-0.1412,1,"Enterocytes - Absorption and Digestion"
TMEM252,ENSG00000181778,-0.0916,-0.1751,1,"Enterocytes - Absorption and Digestion"
ENPP7,ENSG00000182156,-0.0915,-0.1847,1,"Enterocytes - Absorption and Digestion"
URAD,ENSG00000183463,-0.0802,-0.1518,1,"Enterocytes - Absorption and Digestion"
FAM3B,ENSG00000183844,-0.0970,-0.1844,1,"Enterocytes - Absorption and Digestion"
CA13,ENSG00000185015,-0.0793,-0.1828,1,"Enterocytes - Absorption and Digestion"
TCN2,ENSG00000185339,-0.0854,-0.1815,1,"Enterocytes - Absorption and Digestion"
CYP4F2,ENSG00000186115,-0.0885,-0.1813,1,"Enterocytes - Absorption and Digestion"
CYP4F12,ENSG00000186204,-0.0780,-0.1670,1,"Enterocytes - Absorption and Digestion"
PDZD7,ENSG00000186862,-0.0892,-0.1799,1,"Enterocytes - Absorption and Digestion"
TMEM220,ENSG00000187824,-0.0895,-0.1819,1,"Enterocytes - Absorption and Digestion"
HYKK,ENSG00000188266,-0.0702,-0.1543,1,"Enterocytes - Absorption and Digestion"
BCL2L15,ENSG00000188761,-0.0524,-0.1446,1,"Enterocytes - Absorption and Digestion"
MAOA,ENSG00000189221,-0.0822,-0.1660,1,"Enterocytes - Absorption and Digestion"
SULT1C3,ENSG00000196228,-0.0906,-0.1790,1,"Enterocytes - Absorption and Digestion"
PHETA1,ENSG00000198324,-0.0782,-0.1580,1,"Enterocytes - Absorption and Digestion"
SLC34A3,ENSG00000198569,-0.0867,-0.1776,1,"Enterocytes - Absorption and Digestion"
MT-ND2,ENSG00000198763,-0.0769,-0.1712,1,"Enterocytes - Absorption and Digestion"
MT-CO1,ENSG00000198804,-0.0683,-0.1692,1,"Enterocytes - Absorption and Digestion"
SOWAHA,ENSG00000198944,-0.0841,-0.1753,1,"Enterocytes - Absorption and Digestion"
MALRD1,ENSG00000204740,-0.0814,-0.1688,1,"Enterocytes - Absorption and Digestion"
ERICH4,ENSG00000204978,-0.0917,-0.1779,1,"Enterocytes - Absorption and Digestion"
EXOC3L4,ENSG00000205436,-0.0785,-0.1775,1,"Enterocytes - Absorption and Digestion"
TMEM256,ENSG00000205544,-0.0501,-0.1433,1,"Enterocytes - Absorption and Digestion"
CYP2D7,ENSG00000205702,-0.0914,-0.1818,1,"Enterocytes - Absorption and Digestion"
AKR7L,ENSG00000211454,-0.0896,-0.1791,1,"Enterocytes - Absorption and Digestion"
CRIP1,ENSG00000213145,-0.0908,-0.1779,1,"Enterocytes - Absorption and Digestion"
CEACAM18,ENSG00000213822,-0.0925,-0.1815,1,"Enterocytes - Absorption and Digestion"
DNASE1,ENSG00000213918,-0.0884,-0.1821,1,"Enterocytes - Absorption and Digestion"
MS4A18,ENSG00000214782,-0.0930,-0.1790,1,"Enterocytes - Absorption and Digestion"
TMEM253,ENSG00000232070,-0.0708,-0.1813,1,"Enterocytes - Absorption and Digestion"
C3orf85,ENSG00000241224,-0.0800,-0.1855,1,"Enterocytes - Absorption and Digestion"
GSTA1,ENSG00000243955,-0.0910,-0.1701,1,"Enterocytes - Absorption and Digestion"
GBA3,ENSG00000249948,-0.0868,-0.1733,1,"Enterocytes - Absorption and Digestion"
SELENOP,ENSG00000250722,-0.0727,-0.1876,1,"Enterocytes - Absorption and Digestion"
CCL15,ENSG00000275718,-0.0717,-0.1696,1,"Enterocytes - Absorption and Digestion"
C17orf78,ENSG00000278505,-0.0986,-0.1746,1,"Enterocytes - Absorption and Digestion"
ALS2,ENSG00000003393,0.3170,0.1453,2,"Cerebellar granular cells - Neuronal signaling"
ETV1,ENSG00000006468,0.3157,0.1436,2,"Cerebellar granular cells - Neuronal signaling"
SYN1,ENSG00000008056,0.2959,0.1487,2,"Cerebellar granular cells - Neuronal signaling"
ADAM22,ENSG00000008277,0.3070,0.1428,2,"Cerebellar granular cells - Neuronal signaling"
MAPK8IP2,ENSG00000008735,0.3316,0.1360,2,"Cerebellar granular cells - Neuronal signaling"
SLC6A7,ENSG00000011083,0.2906,0.1208,2,"Cerebellar granular cells - Neuronal signaling"
CNTN1,ENSG00000018236,0.3057,0.1617,2,"Cerebellar granular cells - Neuronal signaling"
RTN4R,ENSG00000040608,0.3015,0.1264,2,"Cerebellar granular cells - Neuronal signaling"
CDH10,ENSG00000040731,0.2899,0.1674,2,"Cerebellar granular cells - Neuronal signaling"
ZIC2,ENSG00000043355,0.3111,0.1605,2,"Cerebellar granular cells - Neuronal signaling"
ZNF112,ENSG00000062370,0.2411,0.2273,2,"Cerebellar granular cells - Neuronal signaling"
CA11,ENSG00000063180,0.3134,0.1336,2,"Cerebellar granular cells - Neuronal signaling"
TLE2,ENSG00000065717,0.3212,0.1433,2,"Cerebellar granular cells - Neuronal signaling"
ADGRL1,ENSG00000072071,0.2901,0.1405,2,"Cerebellar granular cells - Neuronal signaling"
WSCD2,ENSG00000075035,0.3204,0.1151,2,"Cerebellar granular cells - Neuronal signaling"
KCNQ2,ENSG00000075043,0.2861,0.1378,2,"Cerebellar granular cells - Neuronal signaling"
RGS11,ENSG00000076344,0.3319,0.1089,2,"Cerebellar granular cells - Neuronal signaling"
ACTL6B,ENSG00000077080,0.3237,0.1253,2,"Cerebellar granular cells - Neuronal signaling"
RIMS1,ENSG00000079841,0.3213,0.1382,2,"Cerebellar granular cells - Neuronal signaling"
CADPS2,ENSG00000081803,0.3200,0.1447,2,"Cerebellar granular cells - Neuronal signaling"
FAT2,ENSG00000086570,0.3166,0.1473,2,"Cerebellar granular cells - Neuronal signaling"
LZTS3,ENSG00000088899,0.3072,0.1391,2,"Cerebellar granular cells - Neuronal signaling"
CHRD,ENSG00000090539,0.2895,0.1351,2,"Cerebellar granular cells - Neuronal signaling"
KRT31,ENSG00000094796,0.3210,0.1470,2,"Cerebellar granular cells - Neuronal signaling"
STX1B,ENSG00000099365,0.2976,0.1413,2,"Cerebellar granular cells - Neuronal signaling"
FGF14,ENSG00000102466,0.3059,0.1432,2,"Cerebellar granular cells - Neuronal signaling"
CBLN1,ENSG00000102924,0.3213,0.1470,2,"Cerebellar granular cells - Neuronal signaling"
ZP2,ENSG00000103310,0.3167,0.1441,2,"Cerebellar granular cells - Neuronal signaling"
CRYM,ENSG00000103316,0.2875,0.1248,2,"Cerebellar granular cells - Neuronal signaling"
TUBB4A,ENSG00000104833,0.3165,0.1443,2,"Cerebellar granular cells - Neuronal signaling"
CLIP3,ENSG00000105270,0.2952,0.1554,2,"Cerebellar granular cells - Neuronal signaling"
CHN2,ENSG00000106069,0.3230,0.1450,2,"Cerebellar granular cells - Neuronal signaling"
DNM1,ENSG00000106976,0.2921,0.1264,2,"Cerebellar granular cells - Neuronal signaling"
SH3GL2,ENSG00000107295,0.3179,0.1143,2,"Cerebellar granular cells - Neuronal signaling"
KCNA1,ENSG00000111262,0.3098,0.1373,2,"Cerebellar granular cells - Neuronal signaling"
MDGA1,ENSG00000112139,0.3220,0.1351,2,"Cerebellar granular cells - Neuronal signaling"
PDE1A,ENSG00000115252,0.3103,0.1425,2,"Cerebellar granular cells - Neuronal signaling"
HPCAL4,ENSG00000116983,0.2882,0.1383,2,"Cerebellar granular cells - Neuronal signaling"
SLC8A2,ENSG00000118160,0.3093,0.1404,2,"Cerebellar granular cells - Neuronal signaling"
OLFM3,ENSG00000118733,0.2947,0.1440,2,"Cerebellar granular cells - Neuronal signaling"
CRHR1,ENSG00000120088,0.3131,0.1452,2,"Cerebellar granular cells - Neuronal signaling"
GRM4,ENSG00000124493,0.3175,0.1442,2,"Cerebellar granular cells - Neuronal signaling"
NUP85,ENSG00000125450,0.2931,0.1241,2,"Cerebellar granular cells - Neuronal signaling"
BARHL1,ENSG00000125492,0.3164,0.1453,2,"Cerebellar granular cells - Neuronal signaling"
MMP24,ENSG00000125966,0.3188,0.1450,2,"Cerebellar granular cells - Neuronal signaling"
MAP3K10,ENSG00000130758,0.3250,0.1188,2,"Cerebellar granular cells - Neuronal signaling"
CNTN6,ENSG00000134115,0.3142,0.1479,2,"Cerebellar granular cells - Neuronal signaling"
ANKRD36,ENSG00000135976,0.2941,0.1447,2,"Cerebellar granular cells - Neuronal signaling"
SCRN1,ENSG00000136193,0.3382,0.1288,2,"Cerebellar granular cells - Neuronal signaling"
SCN2A,ENSG00000136531,0.3125,0.1438,2,"Cerebellar granular cells - Neuronal signaling"
UNC13C,ENSG00000137766,0.3244,0.1411,2,"Cerebellar granular cells - Neuronal signaling"
GLCE,ENSG00000138604,0.3167,0.1427,2,"Cerebellar granular cells - Neuronal signaling"
SHF,ENSG00000138606,0.3208,0.1375,2,"Cerebellar granular cells - Neuronal signaling"
SEMA7A,ENSG00000138623,0.2956,0.1455,2,"Cerebellar granular cells - Neuronal signaling"
ZIC5,ENSG00000139800,0.3148,0.1550,2,"Cerebellar granular cells - Neuronal signaling"
CBLN3,ENSG00000139899,0.3213,0.1408,2,"Cerebellar granular cells - Neuronal signaling"
DISP2,ENSG00000140323,0.3166,0.1437,2,"Cerebellar granular cells - Neuronal signaling"
ADAMTS18,ENSG00000140873,0.3234,0.1402,2,"Cerebellar granular cells - Neuronal signaling"
PPFIA4,ENSG00000143847,0.3069,0.1403,2,"Cerebellar granular cells - Neuronal signaling"
CDH18,ENSG00000145526,0.3158,0.1512,2,"Cerebellar granular cells - Neuronal signaling"
GABRA6,ENSG00000145863,0.3134,0.1451,2,"Cerebellar granular cells - Neuronal signaling"
GABRB2,ENSG00000145864,0.2907,0.1323,2,"Cerebellar granular cells - Neuronal signaling"
CLVS2,ENSG00000146352,0.3043,0.1409,2,"Cerebellar granular cells - Neuronal signaling"
CDH22,ENSG00000149654,0.3122,0.1394,2,"Cerebellar granular cells - Neuronal signaling"
ZNF385D,ENSG00000151789,0.3102,0.1423,2,"Cerebellar granular cells - Neuronal signaling"
CCDC175,ENSG00000151838,0.3188,0.1431,2,"Cerebellar granular cells - Neuronal signaling"
TMEM178A,ENSG00000152154,0.3053,0.1395,2,"Cerebellar granular cells - Neuronal signaling"
RIT2,ENSG00000152214,0.3186,0.1460,2,"Cerebellar granular cells - Neuronal signaling"
JPH3,ENSG00000154118,0.3183,0.1322,2,"Cerebellar granular cells - Neuronal signaling"
TIAM1,ENSG00000156299,0.3050,0.1393,2,"Cerebellar granular cells - Neuronal signaling"
FAM131B,ENSG00000159784,0.3163,0.1495,2,"Cerebellar granular cells - Neuronal signaling"
PRR35,ENSG00000161992,0.3192,0.1440,2,"Cerebellar granular cells - Neuronal signaling"
TBC1D24,ENSG00000162065,0.2741,0.1517,2,"Cerebellar granular cells - Neuronal signaling"
FBXO41,ENSG00000163013,0.3107,0.1379,2,"Cerebellar granular cells - Neuronal signaling"
VSNL1,ENSG00000163032,0.2985,0.1454,2,"Cerebellar granular cells - Neuronal signaling"
GRIK2,ENSG00000164418,0.3076,0.1502,2,"Cerebellar granular cells - Neuronal signaling"
TLX3,ENSG00000164438,0.3222,0.1408,2,"Cerebellar granular cells - Neuronal signaling"
EN2,ENSG00000164778,0.3233,0.1489,2,"Cerebellar granular cells - Neuronal signaling"
UNCX,ENSG00000164853,0.3176,0.1457,2,"Cerebellar granular cells - Neuronal signaling"
PTCHD1,ENSG00000165186,0.3175,0.1456,2,"Cerebellar granular cells - Neuronal signaling"
RBFOX3,ENSG00000167281,0.3151,0.1425,2,"Cerebellar granular cells - Neuronal signaling"
PRRT2,ENSG00000167371,0.3117,0.1540,2,"Cerebellar granular cells - Neuronal signaling"
KIFC2,ENSG00000167702,0.2883,0.1449,2,"Cerebellar granular cells - Neuronal signaling"
KIF5C,ENSG00000168280,0.2956,0.1533,2,"Cerebellar granular cells - Neuronal signaling"
BDKRB2,ENSG00000168398,0.3169,0.1489,2,"Cerebellar granular cells - Neuronal signaling"
PHYHIP,ENSG00000168490,0.2962,0.1376,2,"Cerebellar granular cells - Neuronal signaling"
MTCL1,ENSG00000168502,0.3181,0.1478,2,"Cerebellar granular cells - Neuronal signaling"
FSTL5,ENSG00000168843,0.3231,0.1346,2,"Cerebellar granular cells - Neuronal signaling"
KCNK9,ENSG00000169427,0.3184,0.1425,2,"Cerebellar granular cells - Neuronal signaling"
TMEM266,ENSG00000169758,0.3224,0.1483,2,"Cerebellar granular cells - Neuronal signaling"
SYT9,ENSG00000170743,0.3267,0.1366,2,"Cerebellar granular cells - Neuronal signaling"
KCND3,ENSG00000171385,0.3264,0.1175,2,"Cerebellar granular cells - Neuronal signaling"
RAB37,ENSG00000172794,0.3186,0.1479,2,"Cerebellar granular cells - Neuronal signaling"
HECTD4,ENSG00000173064,0.3340,0.1149,2,"Cerebellar granular cells - Neuronal signaling"
SYT12,ENSG00000173227,0.3122,0.1365,2,"Cerebellar granular cells - Neuronal signaling"
BRSK2,ENSG00000174672,0.3108,0.1109,2,"Cerebellar granular cells - Neuronal signaling"
ZIC4,ENSG00000174963,0.3209,0.1500,2,"Cerebellar granular cells - Neuronal signaling"
MSRA,ENSG00000175806,0.2971,0.1393,2,"Cerebellar granular cells - Neuronal signaling"
KBTBD11,ENSG00000176595,0.2156,0.3016,2,"Cerebellar granular cells - Neuronal signaling"
TMEM151B,ENSG00000178233,0.3009,0.1415,2,"Cerebellar granular cells - Neuronal signaling"
ZBTB18,ENSG00000179456,0.3108,0.1397,2,"Cerebellar granular cells - Neuronal signaling"
SLITRK4,ENSG00000179542,0.2898,0.1402,2,"Cerebellar granular cells - Neuronal signaling"
NRXN1,ENSG00000179915,0.2854,0.1913,2,"Cerebellar granular cells - Neuronal signaling"
GPR135,ENSG00000181619,0.3024,0.1802,2,"Cerebellar granular cells - Neuronal signaling"
OR52A1,ENSG00000182070,0.3199,0.1440,2,"Cerebellar granular cells - Neuronal signaling"
CLEC4G,ENSG00000182566,0.3161,0.1469,2,"Cerebellar granular cells - Neuronal signaling"
GALNT9,ENSG00000182870,0.3135,0.1467,2,"Cerebellar granular cells - Neuronal signaling"
CALN1,ENSG00000183166,0.3051,0.1431,2,"Cerebellar granular cells - Neuronal signaling"
PRR36,ENSG00000183248,0.3417,0.1524,2,"Cerebellar granular cells - Neuronal signaling"
KCNJ12,ENSG00000184185,0.3175,0.1351,2,"Cerebellar granular cells - Neuronal signaling"
KCNK12,ENSG00000184261,0.3268,0.1399,2,"Cerebellar granular cells - Neuronal signaling"
KCND2,ENSG00000184408,0.3203,0.1461,2,"Cerebellar granular cells - Neuronal signaling"
DUSP8,ENSG00000184545,0.2910,0.1381,2,"Cerebellar granular cells - Neuronal signaling"
RALYL,ENSG00000184672,0.3082,0.1556,2,"Cerebellar granular cells - Neuronal signaling"
FGF3,ENSG00000186895,0.3190,0.1415,2,"Cerebellar granular cells - Neuronal signaling"
GABRD,ENSG00000187730,0.3076,0.1416,2,"Cerebellar granular cells - Neuronal signaling"
RELN,ENSG00000189056,0.3220,0.1466,2,"Cerebellar granular cells - Neuronal signaling"
ELAVL3,ENSG00000196361,0.3045,0.1593,2,"Cerebellar granular cells - Neuronal signaling"
SPIN3,ENSG00000204271,0.3063,0.1461,2,"Cerebellar granular cells - Neuronal signaling"
TAFA5,ENSG00000219438,0.2823,0.1928,2,"Cerebellar granular cells - Neuronal signaling"
AKAIN1,ENSG00000231824,0.2918,0.1221,2,"Cerebellar granular cells - Neuronal signaling"
RNF103,ENSG00000239305,0.3121,0.1505,2,"Cerebellar granular cells - Neuronal signaling"
STRC,ENSG00000242866,0.3193,0.1400,2,"Cerebellar granular cells - Neuronal signaling"
PLA2G4B,ENSG00000243708,0.2727,0.1848,2,"Cerebellar granular cells - Neuronal signaling"
JMJD7,ENSG00000243789,0.2988,0.1609,2,"Cerebellar granular cells - Neuronal signaling"
PRSS51,ENSG00000253649,0.2927,0.1380,2,"Cerebellar granular cells - Neuronal signaling"
XKR7,ENSG00000260903,0.3262,0.1350,2,"Cerebellar granular cells - Neuronal signaling"
TMEM249,ENSG00000261587,0.2524,0.1851,2,"Cerebellar granular cells - Neuronal signaling"
MYZAP,ENSG00000263155,0.3193,0.1421,2,"Cerebellar granular cells - Neuronal signaling"
PRAG1,ENSG00000275342,0.3194,0.1453,2,"Cerebellar granular cells - Neuronal signaling"
PRSS21,ENSG00000007038,0.1206,-0.3250,3,"Early primary spermatocytes - Early meiosis"
SCML1,ENSG00000047634,0.1069,-0.3327,3,"Early primary spermatocytes - Early meiosis"
SPO11,ENSG00000054796,0.1178,-0.3293,3,"Early primary spermatocytes - Early meiosis"
FAM114A2,ENSG00000055147,0.1352,-0.3090,3,"Early primary spermatocytes - Early meiosis"
DMRT3,ENSG00000064218,0.1199,-0.3289,3,"Early primary spermatocytes - Early meiosis"
SUGP2,ENSG00000064607,0.1300,-0.3169,3,"Early primary spermatocytes - Early meiosis"
TIPIN,ENSG00000075131,0.1001,-0.3298,3,"Early primary spermatocytes - Early meiosis"
SPAG6,ENSG00000077327,0.1330,-0.3158,3,"Early primary spermatocytes - Early meiosis"
SMC1B,ENSG00000077935,0.1033,-0.3321,3,"Early primary spermatocytes - Early meiosis"
ZCWPW1,ENSG00000078487,0.1073,-0.3304,3,"Early primary spermatocytes - Early meiosis"
